well,frame,cellID,x,y,r,area,totalIntensity.1,sdIntensity.1,totalIntensity.2,sdIntensity.2,denoisedTotalIntensity.1,denoisedTotalIntensityMult.1,denoisedTotalIntensity.2,denoisedTotalIntensityMult.2,denoisedNormalTotalIntensity.1,denoisedNormalTotalIntensityMult.1,denoisedNormalTotalIntensity.2,denoisedNormalTotalIntensityMult.2
B5,4,3147,1213.9143,309.5643,618.4482,140,11568,12.0397,28584,33.3775,10848.9998156512,10848.9998156512,27138.5941879585,26641.5747971191,11173.4997203204,11173.4997203204,27950.3253499541,27438.4398195915
B5,4,3149,1217.1092,554.1513,577.2827,119,11460,18.2968,34822,39.9419,10848.9998156512,10848.9998156512,33316.4281413525,32751.3640171321,11173.4997203204,11173.4997203204,34312.9419158472,33730.9763944881
B5,4,3152,1235.3413,751.5873,631.8231,126,10343,13.2623,29165,34.104,10848.9998156512,10848.9998156512,30352.0258030562,30756.1071267299,11173.4997203204,11173.4997203204,31259.872576673,31676.040208139
B5,4,3154,1237.0531,854.7522,674.938,113,9888,15.6183,23274,37.6034,10848.9998156512,10848.9998156512,25131.4666222367,25757.3169788624,11173.4997203204,11173.4997203204,25883.1634294712,26527.7333348583
B5,4,3156,1239.2,127.5214,727.4471,140,12678,15.657,23322,22.1756,10848.9998156512,10848.9998156512,20540.0048346046,19757.8408178723,11173.4997203204,11173.4997203204,21154.3683449733,20348.8093468439
B5,4,3157,1245.885,334.7522,639.7056,113,11533,24.5143,26384,46.7893,10848.9998156512,10848.9998156512,25112.1608528047,24685.3159399087,11173.4997203204,11173.4997203204,25863.2802132288,25423.6681203256
B5,4,3158,1243.6045,187.2687,699.1121,134,13125,17.2227,39047,49.5447,10848.9998156512,10848.9998156512,33425.8674695633,31576.8152443322,11173.4997203204,11173.4997203204,34425.6546381196,32521.2961836498
B5,4,3161,1253.5083,559.0167,613.803,120,11921,20.4095,33582,32.3647,10848.9998156512,10848.9998156512,31107.5896867965,30246.0031489108,11173.4997203204,11173.4997203204,32038.0358163366,31150.6787231776
B5,4,3167,1268.2727,174.9318,726.637,132,12538,23.3807,35104,41.7685,10848.9998156512,10848.9998156512,31199.3656280895,29899.3795658281,11173.4997203204,11173.4997203204,32132.5568294986,30793.6874267963
B6,1,3168,10.2074,423.9704,640.3917,135,11108,18.2285,39574,66.7575,11440.9978585786,11440.9978585786,40580.2005079809,40924.8942425671,11173.4997203204,11173.4997203204,39631.4084340544,39968.0429999028
B6,1,3171,22.0338,903.7568,717.0783,148,11133,13.1101,36890,53.372,11440.9978585786,11440.9978585786,37778.1285753902,38043.8264479678,11173.4997203204,11173.4997203204,36894.8508066404,37154.3364862666
B6,1,3172,26.2313,877.1493,700.2725,134,11316,19.0214,44389,84.743,11440.9978585786,11440.9978585786,45025.1863127819,44951.5777422809,11173.4997203204,11173.4997203204,43972.4675147999,43900.5799616273
B6,1,3173,28.4762,398.3537,627.7141,147,11570,15.1947,44186,59.6121,11440.9978585786,11440.9978585786,44239.7231271354,43623.2310517114,11173.4997203204,11173.4997203204,43205.368980771,42603.2909000409
B6,1,3175,38.2039,524.7171,601.9901,152,12634,18.626,74695,116.869,11440.9978585786,11440.9978585786,71025.9613565299,66390.991009412,11173.4997203204,11173.4997203204,69365.3271473709,64838.7254892487
B6,1,3176,37.5435,564.7319,602.964,138,12756,28.1718,50261,122.5105,11440.9978585786,11440.9978585786,47523.6287717467,44373.8404245893,11173.4997203204,11173.4997203204,46412.4947275966,43336.3505266217
B6,1,3177,41.8028,166.9789,704.9714,142,12875,22.7052,45848,105.1546,11440.9978585786,11440.9978585786,43115.5931856823,40100.9144441988,11173.4997203204,11173.4997203204,42107.5219449015,39163.3283971713
B6,1,3178,68.4545,999.5455,733.38,154,11548,13.785,42817,49.729,11440.9978585786,11440.9978585786,42916.924873572,42364.9799603805,11173.4997203204,11173.4997203204,41913.4986300439,41374.4585559691
B6,1,3180,71.5873,864.873,654.7026,126,12197,28.8649,47611,140.6839,11440.9978585786,11440.9978585786,46216.4498056204,44248.231590355,11173.4997203204,11173.4997203204,45135.8784749793,43213.6785104624
B6,1,3181,77.5395,927.4539,682.9952,152,10587,9.8406,75603,100.6909,11440.9978585786,11440.9978585786,79739.9204421845,83057.10993081,11173.4997203204,11173.4997203204,77875.5480747737,81115.1794672064
B6,1,3182,76.7162,475.8041,566.9301,148,12236,18.0909,66925,120.116,11440.9978585786,11440.9978585786,64843.2459983155,61822.3769424964,11173.4997203204,11173.4997203204,63327.1677857703,60376.9286573703
B6,1,3183,81.4214,173.7107,667.9655,159,12789,14.9249,75758,117.4871,11440.9978585786,11440.9978585786,71523.550606035,66367.5500380449,11173.4997203204,11173.4997203204,69851.2824293231,64815.8325833805
B6,1,3185,89.6619,841.8921,627.7029,139,11016,14.8139,54977,80.1227,11440.9978585786,11440.9978585786,56650.4102451475,57472.568102529,11173.4997203204,11173.4997203204,55325.8859807908,56128.8212407274
B6,1,3186,92.9635,731.5474,579.6028,137,10897,17.9661,30063,47.6196,11440.9978585786,11440.9978585786,31175.9741334793,31732.1012322859,11173.4997203204,11173.4997203204,30447.0591260494,30990.1836034584
B6,1,3189,102.5615,1018.2154,719.3956,130,10911,21.0486,29720,53.9455,11440.9978585786,11440.9978585786,30797.0828605854,31323.3545099598,11173.4997203204,11173.4997203204,30077.0265830805,30590.993651319
B6,1,3190,104.3939,764.3818,580.7074,165,11544,10.8318,52881,55.9606,11440.9978585786,11440.9978585786,53015.1796482605,52332.7975840134,11173.4997203204,11173.4997203204,51775.6494927068,51109.2219749095
B6,1,3192,106.8662,665.5704,547.7222,142,11868,20.9279,26180,43.128,11440.9978585786,11440.9978585786,25823.9009088305,25160.1955833593,11173.4997203204,11173.4997203204,25220.1209325501,24571.9334789561
B6,1,3193,115.8543,161.9073,646.2838,151,13168,22.158,51953,89.4168,11440.9978585786,11440.9978585786,48216.3872509376,44230.3098115714,11173.4997203204,11173.4997203204,47089.0560528558,43196.1757547848
B6,1,3194,132.1242,789.0719,565.663,153,11183,12.8095,80265,97.3582,11440.9978585786,11440.9978585786,81981.7026110268,82513.7034832866,11173.4997203204,11173.4997203204,80064.9158857113,80584.4782237943
B6,1,3195,134.1493,866.5597,602.1015,134,11281,19.1477,34124,67.226,11440.9978585786,11440.9978585786,34675.9925041839,34665.8448521274,11173.4997203204,11173.4997203204,33865.2447397161,33855.3343465128
B6,1,3196,138.4891,526.9124,501.6817,137,11605,20.6896,40735,79.404,11440.9978585786,11440.9978585786,40712.3617079317,40082.7204736411,11173.4997203204,11173.4997203204,39760.4796172624,39145.5598137444
B6,1,3200,156.6115,250.9712,563.2069,139,11888,19.7812,51186,98.054,11440.9978585786,11440.9978585786,50439.9490760109,48968.4702308746,11173.4997203204,11173.4997203204,49260.6295237785,47823.5548325828
B6,1,3202,165.6959,484.0068,477.5977,148,11396,16.1157,50834,77.8438,11440.9978585786,11440.9978585786,51350.0145850565,51066.9262459435,11173.4997203204,11173.4997203204,50149.4170960242,49872.9475505349
B6,1,3208,229.5694,851.8472,515.4628,144,10908,14.3105,45543,61.1321,11440.9978585786,11440.9978585786,47201.1342022798,48119.9614792859,11173.4997203204,11173.4997203204,46097.5402956244,46994.8847798691
B6,1,3210,247.0511,973.1314,584.8176,137,11071,17.2147,34769,56.1351,11440.9978585786,11440.9978585786,35722.8450540741,36076.4515748962,11173.4997203204,11173.4997203204,34887.6211808273,35232.9601460424
B6,1,3211,252.3134,1024.4104,620.4469,134,11428,20.2119,31749,49.4052,11440.9978585786,11440.9978585786,32018.5981000927,31789.0616854388,11173.4997203204,11173.4997203204,31269.9819839739,31045.8122833376
B6,1,3214,282.5347,988.8125,573.7718,144,10285,13.1514,51043,83.402,11440.9978585786,11440.9978585786,54757.3331807048,57838.5499949651,11173.4997203204,11173.4997203204,53477.0703170212,56486.2462331384
B6,1,3215,290.694,1061.6716,627.8184,134,10993,18.827,30218,67.6011,11440.9978585786,11440.9978585786,31175.9680612419,31586.2865641181,11173.4997203204,11173.4997203204,30447.0531957849,30847.7781791999
B6,1,3216,295.2985,1045.7015,612.0074,134,12182,23.3262,58750,130.5635,11440.9978585786,11440.9978585786,57070.3451816617,54600.3149236035,11173.4997203204,11173.4997203204,55736.0025592304,53323.7232511889
B6,1,3217,298.4895,288.1538,424.3299,143,11463,16.9006,49129,86.2773,11440.9978585786,11440.9978585786,49457.4257458914,49020.0354074415,11173.4997203204,11173.4997203204,48301.0782425004,47873.9143810304
B6,1,3218,297.5909,411.3788,365.7696,132,11360,22.5212,45631,109.5834,11440.9978585786,11440.9978585786,46179.7897562444,46004.999298338,11173.4997203204,11173.4997203204,45100.0755619368,44929.3718211728
B6,1,3221,307.3985,755.3534,396.2333,133,12300,25.4358,26821,61.0047,11440.9978585786,11440.9978585786,25907.3459322952,24798.8189632812,11173.4997203204,11173.4997203204,25301.6149558749,24219.0060845728
B6,1,3226,328.227,524.4823,312.159,141,11050,17.2355,60037,110.0474,11440.9978585786,11440.9978585786,61752.7485638467,62555.5699773939,11173.4997203204,11173.4997203204,60308.9282365166,61092.9791515346
B6,1,3227,328.1056,1027.3803,578.6343,142,9614,10.2048,40544,55.1535,11440.9978585786,11440.9978585786,45249.3344637076,49584.2443120897,11173.4997203204,11173.4997203204,44191.3749328973,48424.931706286
B6,1,3230,348.1517,558.4,292.4277,145,10829,13.6807,78459,133.6653,11440.9978585786,11440.9978585786,81662.8387862023,83870.2383892601,11173.4997203204,11173.4997203204,79753.5073091573,81909.2964415632
B6,1,3231,352.1938,689.124,324.1456,129,11793,25.4177,33408,79.9554,11440.9978585786,11440.9978585786,33076.3045203791,32301.9237249715,11173.4997203204,11173.4997203204,32302.9585247737,31546.68326733
B6,1,3232,367.7534,381.5137,315.0176,146,10680,13.1618,55824,77.9599,11440.9978585786,11440.9978585786,58577.4752755792,60540.0998491813,11173.4997203204,11173.4997203204,57207.8949493025,59124.632055218
B6,1,3234,376.1497,578.9864,266.7151,147,11391,18.3267,33179,51.684,11440.9978585786,11440.9978585786,33524.4241407018,33341.3398170349,11173.4997203204,11173.4997203204,32740.6008103712,32561.7971199437
B6,1,3235,396.3359,695.2813,288.9367,128,11091,21.4386,50808,111.73,11440.9978585786,11440.9978585786,52146.6416212719,52678.1035244,11173.4997203204,11173.4997203204,50927.4184623716,51446.4544327796
B6,1,3236,397.0979,762.3706,329.3177,143,11347,16.5122,45920,81.4218,11440.9978585786,11440.9978585786,46503.4754617889,46357.6246016897,11173.4997203204,11173.4997203204,45416.193280433,45273.7525104344
B6,1,3238,419.4887,938.8647,455.7612,133,11138,18.4915,59673,122.676,11440.9978585786,11440.9978585786,61093.5442382836,61593.4226890892,11173.4997203204,11173.4997203204,59665.1365464596,60153.3275066635
B6,1,3239,420.3099,724.1549,286.665,142,11906,21.0734,55165,111.616,11440.9978585786,11440.9978585786,54312.7514410457,52666.5482640872,11173.4997203204,11173.4997203204,53042.8831940845,51435.1693421372
B6,1,3240,422.8643,205.5143,398.7839,140,12318,23.038,38278,86.1448,11440.9978585786,11440.9978585786,36942.3761684054,35238.0346382153,11173.4997203204,11173.4997203204,36078.6388467108,34414.1459548928
B6,1,3242,430.7557,569.0534,211.2517,131,10166,17.335,36155,67.3749,11440.9978585786,11440.9978585786,39051.5139109381,41355.974790303,11173.4997203204,11173.4997203204,38138.4635462353,40389.0445977618
B6,1,3246,435.8239,633.2324,224.4552,142,10293,12.2993,54858,95.3504,11440.9978585786,11440.9978585786,58823.1229903465,62155.3717702953,11173.4997203204,11173.4997203204,57447.7992571415,60702.1378446519
B6,1,3247,444.7344,505.2969,198.3254,128,10120,17.4945,34738,63.0193,11440.9978585786,11440.9978585786,37620.8970299924,39922.1519890301,11173.4997203204,11173.4997203204,36741.2954393339,38988.7455270825
B6,1,3248,446.7615,1063.8692,558.3727,130,10712,19.6009,52675,123.5265,11440.9978585786,11440.9978585786,55176.2803181497,56899.1762471205,11173.4997203204,11173.4997203204,53886.2221917905,55568.835668207
B6,1,3252,481.7347,108.1837,459.9057,147,12234,18.6378,68079,89.9852,11440.9978585786,11440.9978585786,65967.6722581148,62892.7858111763,11173.4997203204,11173.4997203204,64425.3042118661,61422.3106548728
B6,1,3255,486.3151,478.3219,165.5996,146,10068,11.2849,48212,59.0456,11440.9978585786,11440.9978585786,52371.0495952197,55989.9866231984,11173.4997203204,11173.4997203204,51146.579628656,54680.9035023081
B6,1,3256,490.9167,802.5347,301.9111,144,10829,13.7055,48678,70.1906,11440.9978585786,11440.9978585786,50665.7447384591,51888.4900788122,11173.4997203204,11173.4997203204,49481.1459334833,50675.3026746468
B6,1,3257,492.2256,214.985,357.0323,133,11525,22.4155,30736,62.7141,11440.9978585786,11440.9978585786,30843.7642608203,30488.5727279451,11173.4997203204,11173.4997203204,30122.6165411345,29775.7296225022
B6,1,3258,495.375,847.9265,340.1986,136,11134,19.5648,36945,74.5197,11440.9978585786,11440.9978585786,37832.4602656125,38096.8391532083,11173.4997203204,11173.4997203204,36947.9121858145,37206.109719205
B6,1,3259,499.2708,355.7222,231.8685,144,10066,10.6228,51972,53.7097,11440.9978585786,11440.9978585786,56461.9858214283,60433.8221343962,11173.4997203204,11173.4997203204,55141.8670454014,59020.8391840798
B6,1,3260,509.507,931.5563,412.7285,142,11002,15.4524,39073,60.97,11440.9978585786,11440.9978585786,40292.3502122798,40849.1651610785,11173.4997203204,11173.4997203204,39350.2882696888,39894.0845146997
B6,1,3261,513.8947,559.6118,127.6212,152,10199,9.7877,43220,39.59,11440.9978585786,11440.9978585786,46593.8957094983,49362.6847803853,11173.4997203204,11173.4997203204,45504.4994426209,48208.5523837711
B6,1,3262,524.3581,206.3108,353.1593,148,11260,14.0071,45917,58.7337,11440.9978585786,11440.9978585786,46710.760073554,46767.3184654885,11173.4997203204,11173.4997203204,45618.6314401296,45673.8674592491
B6,1,3266,534.5375,114.5625,438.3143,160,12485,15.5351,65260,90.6628,11440.9978585786,11440.9978585786,62487.566202773,58894.2290514153,11173.4997203204,11173.4997203204,61026.5653503872,57517.2428112167
B6,1,3268,539.3562,241.2534,315.2439,146,11083,16.492,38282,57.945,11440.9978585786,11440.9978585786,39307.244655902,39686.1365244517,11173.4997203204,11173.4997203204,38388.2151363195,38758.2482610174
B6,1,3269,540.1544,672.6397,166.0194,136,10331,15.4356,30121,44.5582,11440.9978585786,11440.9978585786,32228.4294231215,33753.7587237843,11173.4997203204,11173.4997203204,31474.9073111314,32964.5733983926
B6,1,3270,542.8403,290.6181,267.6404,144,11069,16.3794,25774,28.3393,11440.9978585786,11440.9978585786,26483.8835277964,26720.2400114277,11173.4997203204,11173.4997203204,25864.6727189926,26095.5030308584
B6,1,3271,546.4729,594.2093,108.1017,129,10449,17.8321,46967,70.0447,11440.9978585786,11440.9978585786,49919.5420512763,52189.0026410729,11173.4997203204,11173.4997203204,48752.3899613556,50968.7890533594
B6,1,3272,557.927,1031.1898,497.9994,137,9637,10.9225,44023,56.5333,11440.9978585786,11440.9978585786,49063.302883917,53770.3018818139,11173.4997203204,11173.4997203204,47916.1702351328,52513.1164662795
B6,1,3274,558.0896,990.6343,458.0181,134,10091,15.1842,42772,71.7525,11440.9978585786,11440.9978585786,46399.6428668066,49457.4199661303,11173.4997203204,11173.4997203204,45314.7883605705,48301.072597874
B6,1,3275,562.8759,761.3172,234.3703,145,10780,14.4152,34851,38.9375,11440.9978585786,11440.9978585786,36370.7096817013,37267.1689932185,11173.4997203204,11173.4997203204,35520.3383026271,36395.8377992908
B6,1,3276,570.529,25.0258,519.6389,155,12746,17.3021,53481,83.806,11440.9978585786,11440.9978585786,50591.5155912073,47225.0905651701,11173.4997203204,11173.4997203204,49408.6523130571,46120.9365428192
B6,1,3277,573.6544,402.7353,152.4577,136,10424,15.4577,32971,46.7759,11440.9978585786,11440.9978585786,35092.948858551,36609.4841207212,11173.4997203204,11173.4997203204,34272.4523772398,35753.5300364764
B6,1,3278,574.0079,943.685,409.0435,127,10939,23.9107,37032,78.4268,11440.9978585786,11440.9978585786,38316.4550608621,38959.9627976502,11173.4997203204,11173.4997203204,37420.590860892,38049.052958858
B6,1,3279,573.3893,657.6336,135.1837,131,10114,15.0111,40642,81.8115,11440.9978585786,11440.9978585786,44030.1762323894,46837.2588058186,11173.4997203204,11173.4997203204,43000.721431774,45742.1725479115
B6,1,3280,577.3734,299.0696,248.9368,158,11068,9.9545,56458,56.9894,11440.9978585786,11440.9978585786,58016.074510721,58700.138598765,11173.4997203204,11173.4997203204,56659.6201076612,57327.6903224204
B6,1,3281,579.042,162.5804,382.3106,143,11535,16.2974,41545,66.6563,11440.9978585786,11440.9978585786,41669.4666707084,41160.2693839955,11173.4997203204,11173.4997203204,40695.2068295295,40197.9149139989
B6,1,3282,579.3101,699.3953,170.5583,129,10352,17.4419,48222,85.4082,11440.9978585786,11440.9978585786,51534.4791295307,54189.4226837949,11173.4997203204,11173.4997203204,50329.5687367787,52922.4379451926
B6,1,3283,589.5035,573.6643,60.6892,143,10407,13.5924,41090,48.6965,11440.9978585786,11440.9978585786,43776.3454339793,45812.2766216321,11173.4997203204,11173.4997203204,42752.8253662295,44741.1551288099
B6,1,3284,594.2188,960.3125,422.7984,128,11617,24.5443,41141,101.7692,11440.9978585786,11440.9978585786,41093.227212474,40434.218718312,11173.4997203204,11173.4997203204,40132.440233031,39488.8397957066
B6,1,3285,598.089,544.7877,42.1835,146,10030,10.8127,29761,31.4817,11440.9978585786,11440.9978585786,32400.1156580243,34479.3031675358,11173.4997203204,11173.4997203204,31642.5794076899,33673.1541305582
B6,1,3286,598.5954,406.2214,140.0395,131,10875,21.034,49129,111.0351,11440.9978585786,11440.9978585786,51008.2297024468,52113.1916666399,11173.4997203204,11173.4997203204,49815.6233712587,50894.7505899233
B6,1,3289,616.9863,350.2534,191.1371,146,10379,11.7214,54919,60.1302,11440.9978585786,11440.9978585786,58601.9423040371,61610.3203854185,11173.4997203204,11173.4997203204,57231.7899223644,60169.8301236156
B6,1,3292,631.8026,307.9474,232.1974,152,11462,14.4017,40311,54.8339,11440.9978585786,11440.9978585786,40582.5535246931,40227.209294466,11173.4997203204,11173.4997203204,39633.7064356711,39286.6703898526
B6,1,3293,629.7459,690.5738,150.9225,122,10466,24.1282,36501,95.9099,11440.9978585786,11440.9978585786,38758.645080093,40383.9463853871,11173.4997203204,11173.4997203204,37852.4421834147,39439.7428633569
B6,1,3296,641.5782,200.1088,339.8948,147,11720,16.6814,40662,64.6056,11440.9978585786,11440.9978585786,40405.118318246,39567.2335172161,11173.4997203204,11173.4997203204,39460.4197823461,38642.1252851622
B6,1,3297,645.0417,968.1597,428.1894,144,10965,14.9381,49138,71.3659,11440.9978585786,11440.9978585786,50771.631444273,51623.620788002,11173.4997203204,11173.4997203204,49584.5569377001,50416.6262039952
