well,frame,cellID,x,y,r,area,totalIntensity.1,sdIntensity.1,totalIntensity.2,sdIntensity.2,denoisedTotalIntensity.1,denoisedTotalIntensityMult.1,denoisedTotalIntensity.2,denoisedTotalIntensityMult.2,denoisedNormalTotalIntensity.1,denoisedNormalTotalIntensityMult.1,denoisedNormalTotalIntensity.2,denoisedNormalTotalIntensityMult.2
B5,4,2907,43.1679,276.1606,652.5487,137,12389,18.7522,25612,34.4371,10848.9998156512,10848.9998156512,22987.4115506017,22200.0896801783,11173.4997203204,11173.4997203204,23674.9784216049,22864.1072953757
B5,4,2909,65.6466,431.9828,584.4225,116,12770,29.9076,16938,22.0793,10848.9998156512,10848.9998156512,14829.3451801293,14320.0906914932,11173.4997203204,11173.4997203204,15272.8995334363,14748.4129463742
B5,4,2910,68.9008,379.0331,593.3503,121,12258,23.552,42449,55.867,10848.9998156512,10848.9998156512,38432.590325461,36969.2380120712,11173.4997203204,11173.4997203204,39582.131491349,38075.0094577766
B5,4,2912,78.9123,459.7544,566.797,114,12327,31.0371,27672,45.848,10848.9998156512,10848.9998156512,24938.6980624158,24088.5790957868,11173.4997203204,11173.4997203204,25684.629049727,24809.0825295616
B5,4,2913,91.0855,361.2051,577.2995,117,12010,26.718,23266,38.8982,10848.9998156512,10848.9998156512,21420.651971314,20867.0114308175,11173.4997203204,11173.4997203204,22061.3561505707,21491.1558989797
B5,4,2914,89.5507,122.029,691.1542,138,12878,20.9828,39378,57.3827,10848.9998156512,10848.9998156512,34238.470235286,32508.7880346422,11173.4997203204,11173.4997203204,35262.5628259542,33481.1448230471
B5,4,2916,103.6977,412.5116,551.2472,129,11386,16.5196,28647,30.0859,10848.9998156512,10848.9998156512,27554.3946518329,27165.9576011904,11173.4997203204,11173.4997203204,28378.5626479312,27978.5072188166
B5,4,2917,107.1522,84.1087,701.2586,138,9543,6.907,23831,16.8132,10848.9998156512,10848.9998156512,26493.3135368649,27441.6592789245,11173.4997203204,11173.4997203204,27285.7439786722,28262.4552943442
B5,4,2919,122.5591,831.3228,593.8132,127,11153,14.6414,26805,31.5534,10848.9998156512,10848.9998156512,26223.5000990185,26006.6568944107,11173.4997203204,11173.4997203204,27007.8602637175,26784.5311525359
B5,4,2920,125.7478,131.5826,656.7039,115,12952,32.4098,25555,43.1118,10848.9998156512,10848.9998156512,22115.4661078214,21135.1978911057,11173.4997203204,11173.4997203204,22776.9525826714,21767.3639725295
B5,4,2921,129.6637,661.115,524.5112,113,11666,28.3389,39282,73.7002,10848.9998156512,10848.9998156512,37038.5288711848,36188.7180995865,11173.4997203204,11173.4997203204,38146.3728468523,37271.1437400105
B5,4,2922,132.8142,457.1504,513.9081,113,11328,23.6638,23997,44.7164,10848.9998156512,10848.9998156512,23178.6093011381,22902.5897671035,11173.4997203204,11173.4997203204,23871.8950082438,23587.6195691486
B5,4,2923,143.3306,440.0579,506.6251,121,11535,20.9497,17539,16.8121,10848.9998156512,10848.9998156512,16691.1601106367,16450.6833635886,11173.4997203204,11173.4997203204,17190.4024331323,16942.7328864881
B5,4,2927,153.0469,75.4609,672.9932,128,12993,23.5057,28301,39.5408,10848.9998156512,10848.9998156512,24428.4812299976,23283.3357798854,11173.4997203204,11173.4997203204,25159.1513346197,23979.7539169798
B5,4,2929,161.9433,249.6028,559.3467,141,11451,13.2438,30090,25.7884,10848.9998156512,10848.9998156512,28807.5746179745,28349.4065066158,11173.4997203204,11173.4997203204,29669.2259569115,29197.3537704321
B5,4,2930,162.8561,1013.1151,671.9406,139,10837,10.6175,28065,38.3392,10848.9998156512,10848.9998156512,28110.9534360379,28099.2611791621,11173.4997203204,11173.4997203204,28951.7684296002,28939.7264505098
B5,4,2933,174.3684,738.5526,506.1975,114,11969,26.6294,26913,44.0816,10848.9998156512,10848.9998156512,24847.9680140909,24188.6716914909,11173.4997203204,11173.4997203204,25591.185212801,24912.1689531131
B5,4,2934,190.1176,243.75,538.6633,136,9861,7.9536,24607,17.8019,10848.9998156512,10848.9998156512,26630.4935513398,27330.7078214803,11173.4997203204,11173.4997203204,27427.0271272955,28148.1852141721
B5,4,2936,214.6142,466.4961,431.6896,127,9595,10.3446,25698,24.2505,10848.9998156512,10848.9998156512,28441.8672899403,29442.5701485271,11173.4997203204,11173.4997203204,29292.5801096497,30323.2145737054
B5,4,2937,216.3836,132.8288,587.5707,146,10960,10.2504,23187,25.3918,10848.9998156512,10848.9998156512,23011.0218781991,22933.3542802818,11173.4997203204,11173.4997203204,23699.2949478552,23619.3042668382
B5,4,2939,247.4273,428.5909,408.0752,110,10796,21.877,25564,39.4092,10848.9998156512,10848.9998156512,25685.57016101,25701.1789789399,11173.4997203204,11173.4997203204,26453.8405278873,26469.9162146545
B5,4,2941,257.1742,1041.1439,630.6352,132,11557,13.7654,27871,40.4207,10848.9998156512,10848.9998156512,26482.2992824736,26008.399537386,11173.4997203204,11173.4997203204,27274.4002815155,26786.3259189778
B5,4,2942,261.1791,160.3582,536.3144,134,10481,11.5488,26471,24.9045,10848.9998156512,10848.9998156512,27250.5958198896,27495.2230550137,11173.4997203204,11173.4997203204,28065.6770159438,28317.6211941803
B5,4,2944,275.2857,341.1032,415.4232,126,10039,11.0994,32314,33.5675,10848.9998156512,10848.9998156512,34461.9878901602,35266.7501142626,11173.4997203204,11173.4997203204,35492.766024098,36321.5991551447
B5,4,2946,290.5044,952.5398,540.6813,113,11441,25.1469,13397,20.033,10848.9998156512,10848.9998156512,12835.2163862234,12692.394757616,11173.4997203204,11173.4997203204,13219.1251856069,13072.0316788857
B5,4,2948,309.6992,227.8862,454.4377,123,10393,12.3005,21104,21.5277,10848.9998156512,10848.9998156512,21876.260293457,22102.5192376186,11173.4997203204,11173.4997203204,22530.5919830477,22763.6184640385
B5,4,2953,324.6607,1021.9554,575.9512,112,10244,18.2218,19706,22.9311,10848.9998156512,10848.9998156512,20670.4180103183,20954.8290364593,11173.4997203204,11173.4997203204,21288.682254746,21581.6001803651
B5,4,2954,332.875,838.4667,428.2617,120,12176,25.8658,28145,43.5087,10848.9998156512,10848.9998156512,25622.6303138888,24821.1882922513,11173.4997203204,11173.4997203204,26389.0181132725,25563.6044938804
B5,4,2955,346.0726,236.5323,422.476,124,10089,11.7821,30672,28.714,10848.9998156512,10848.9998156512,32577.8504450042,33272.6832256619,11173.4997203204,11173.4997203204,33552.2729303359,34267.8885642443
B5,4,2958,358.5772,146.6423,483.6621,123,9770,11.1576,27154,38.3297,10848.9998156512,10848.9998156512,29611.1981528971,30506.4034616826,11173.4997203204,11173.4997203204,30496.8863399218,31418.867761003
B5,4,2959,364.3529,304.0515,362.8402,136,11037,11.3189,35215,38.5241,10848.9998156512,10848.9998156512,34747.6831845661,34541.1199865606,11173.4997203204,11173.4997203204,35787.0066311938,35574.2650076007
B5,4,2962,379.084,374.2941,309.0883,119,10370,15.7476,17649,17.2488,10848.9998156512,10848.9998156512,18328.0972946866,18512.2345549974,11173.4997203204,11173.4997203204,18876.3013619696,19065.9462750072
B5,4,2964,384.1028,509.2336,257.7401,107,9968,20.001,13516,22.1213,10848.9998156512,10848.9998156512,14498.5763047843,14751.8430261474,11173.4997203204,11173.4997203204,14932.2371683373,15193.0792448792
B5,4,2965,388.3906,286.5625,357.1244,128,9853,10.8646,26312,30.8929,10848.9998156512,10848.9998156512,28494.6570887321,29271.3223536949,11173.4997203204,11173.4997203204,29346.9488820765,30146.8446575677
B5,4,2967,402.0233,625.0775,252.7274,129,11637,16.2518,31536,37.6196,10848.9998156512,10848.9998156512,29795.6666649446,29181.832193204,11173.4997203204,11173.4997203204,30686.8724126284,30054.6777942432
B5,4,2969,407.3333,530.6829,232.8531,123,9780,10.8472,20529,17.8704,10848.9998156512,10848.9998156512,22367.9223011579,22964.3597716436,11173.4997203204,11173.4997203204,23036.9598878211,23651.2371505092
B5,4,2970,409.3279,231.2377,385.4138,122,10130,14.8128,26573,25.917,10848.9998156512,10848.9998156512,28130.4475851709,28663.8618450823,11173.4997203204,11173.4997203204,28971.8456600903,29521.2146512609
B5,4,2971,424.5669,425.0315,244.1908,127,10704,13.5371,25633,26.8493,10848.9998156512,10848.9998156512,25936.2732820103,26013.1549424563,11173.4997203204,11173.4997203204,26712.0423252861,26791.223560984
B5,4,2972,428.3303,1039.0459,542.0801,109,9912,18.4468,15774,20.9095,10848.9998156512,10848.9998156512,16999.0762238767,17344.0704227501,11173.4997203204,11173.4997203204,17507.5284966986,17862.8416730398
B5,4,2973,429.35,545.5833,210.724,120,9465,12.2841,20879,17.3503,10848.9998156512,10848.9998156512,23368.2621907437,24215.8883473471,11173.4997203204,11173.4997203204,24067.2205262615,24940.1996750012
B5,4,2974,433.1709,708.453,266.7483,117,10388,16.149,20996,36.8221,10848.9998156512,10848.9998156512,21772.8978801368,22000.327689186,11173.4997203204,11173.4997203204,22424.1379397305,22658.3703068596
B5,4,2978,476.1803,355.623,246.641,122,9888,13.2733,15620,15.5526,10848.9998156512,10848.9998156512,16866.6111815475,17217.2747359543,11173.4997203204,11173.4997203204,17371.1013477846,17732.2534533859
B5,4,2979,481.0857,871.5429,367.6607,105,10801,31.0997,30277,84.3576,10848.9998156512,10848.9998156512,30409.4348985268,30426.5213084945,11173.4997203204,11173.4997203204,31318.9988116333,31336.596286077
B5,4,2980,485.2,1024.3739,508.5087,115,10193,16.9044,13122,12.9976,10848.9998156512,10848.9998156512,13820.641097621,13990.3647861191,11173.4997203204,11173.4997203204,14234.0245241904,14408.8247470856
B5,4,2981,485.3158,849.5702,346.0649,114,10144,16.9073,21474,34.1906,10848.9998156512,10848.9998156512,22706.8648451065,23092.2246336727,11173.4997203204,11173.4997203204,23386.0404007133,23782.9265250503
B5,4,2982,492.5517,464.2586,165.7641,116,9376,12.4686,15065,14.4707,10848.9998156512,10848.9998156512,16992.2273773815,17564.1493534602,11173.4997203204,11173.4997203204,17500.4747972149,18089.5032927764
B5,4,2983,493.4144,214.5135,356.9717,111,9989,19.4906,19977,37.0693,10848.9998156512,10848.9998156512,21392.3247879613,21832.1948386843,11173.4997203204,11173.4997203204,22032.1816846616,22485.2085048521
B5,4,2984,497.6574,600.3704,154.6156,108,10346,21.8926,16363,27.6299,10848.9998156512,10848.9998156512,17024.9307708637,17198.9746199182,11173.4997203204,11173.4997203204,17534.1563682478,17713.4059702183
B5,4,2985,500.0968,727.4274,233.8845,124,10847,15.0681,24868,30.7474,10848.9998156512,10848.9998156512,24889.887031292,24872.9942478678,11173.4997203204,11173.4997203204,25634.3580522269,25616.9599958095
B5,4,2986,502.7815,390.4874,202.9358,119,10188,14.2841,17492,18.2773,10848.9998156512,10848.9998156512,18430.7222860065,18695.5918387317,11173.4997203204,11173.4997203204,18981.9959265651,19254.7878819144
B5,4,2987,501.8197,860.959,349.4403,122,9967,13.6865,20035,25.9215,10848.9998156512,10848.9998156512,21493.2579181688,21948.6177551482,11173.4997203204,11173.4997203204,22136.1337835932,22605.1136985706
B5,4,2988,517.8667,790.3833,278.5828,120,10359,15.627,16317,17.4223,10848.9998156512,10848.9998156512,16959.5977162569,17127.6808820751,11173.4997203204,11173.4997203204,17466.8691639173,17639.9797951435
B5,4,2993,539.2623,145.0984,407.548,122,12547,24.1699,25357,36.6804,10848.9998156512,10848.9998156512,22523.2725183899,21689.0058138366,11173.4997203204,11173.4997203204,23196.9567205513,22337.7366128552
B5,4,2994,539.881,624.4286,130.9657,126,9926,9.9687,36949,48.3849,10848.9998156512,10848.9998156512,39772.5590938846,40900.9376132751,11173.4997203204,11173.4997203204,40962.1795062471,42124.3084844996
B5,4,2997,571.1111,255.25,292.9646,108,10081,21.8046,30754,71.0177,10848.9998156512,10848.9998156512,32686.2000001596,33392.25183218,11173.4997203204,11173.4997203204,33663.8632838061,34391.0335374391
B5,4,2998,580.1308,367.3462,182.7394,130,10483,12.5439,35945,40.3547,10848.9998156512,10848.9998156512,36997.8249775217,37370.2875162334,11173.4997203204,11173.4997203204,38104.4514760172,38488.0545862432
B5,4,2999,578.2411,485.1429,82.6043,112,10045,16.7843,21516,21.5362,10848.9998156512,10848.9998156512,22934.9798408004,23386.5152594892,11173.4997203204,11173.4997203204,23620.9784488189,24086.0195549267
B5,4,3001,587.8333,312.1404,233.755,114,10402,19.7943,17833,21.8336,10848.9998156512,10848.9998156512,18472.4482912627,18644.9901497174,11173.4997203204,11173.4997203204,19024.9699809464,19202.6726669033
B5,4,3002,589.368,65.248,477.4443,125,10807,14.3153,26580,33.4771,10848.9998156512,10848.9998156512,26684.1095419062,26693.3298525368,11173.4997203204,11173.4997203204,27482.2468033742,27491.7428988671
B5,4,3003,590,531.4054,50.7333,111,10755,22.7554,24912,41.2488,10848.9998156512,10848.9998156512,25108.6871482895,25149.5286031876,11173.4997203204,11173.4997203204,25859.7026081878,25901.7656547945
B5,4,3005,600.6261,282.6435,260.3511,115,9490,13.7976,21956,25.3111,10848.9998156512,10848.9998156512,24520.570143097,25409.7490722729,11173.4997203204,11173.4997203204,25253.9946807572,26169.7694697039
B5,4,3007,612.9308,254.4462,286.834,130,9548,8.9304,18213,17.7248,10848.9998156512,10848.9998156512,20238.9959043633,20881.8190754125,11173.4997203204,11173.4997203204,20844.3560622731,21506.4064488508
B5,4,3010,623.7347,28.0204,512.2379,147,11650,10.0539,31872,26.4282,10848.9998156512,10848.9998156512,30085.5675714645,29454.2388344715,11173.4997203204,11173.4997203204,30985.4444241467,30335.232276844
B5,4,3014,641.7184,326.3301,213.6768,103,10283,24.7613,19952,43.0762,10848.9998156512,10848.9998156512,20863.3483004101,21131.2845236774,11173.4997203204,11173.4997203204,21487.3832022078,21763.3335540017
B5,4,3016,642.8947,663.0088,123.0428,114,9663,13.6708,19635,23.0384,10848.9998156512,10848.9998156512,21606.0195063166,22243.0046575536,11173.4997203204,11173.4997203204,22252.2681365328,22908.3058847247
B5,4,3017,650.8686,299.8905,240.3553,137,13096,21.2349,31901,48.1542,10848.9998156512,10848.9998156512,27358.1694701498,25964.3699263602,11173.4997203204,11173.4997203204,28176.4682567512,26740.9793566363
B5,4,3021,663.8636,835.0985,296.0618,132,10599,12.4941,22968,22.6537,10848.9998156512,10848.9998156512,23428.3596098436,23555.5244818875,11173.4997203204,11173.4997203204,24129.115494177,24260.0839416248
B5,4,3022,663.9298,895.4386,356.2432,114,10868,21.2268,21009,33.6478,10848.9998156512,10848.9998156512,20994.1676629387,20969.6681057356,11173.4997203204,11173.4997203204,21622.1154480796,21596.8830948481
B5,4,3023,668.8374,292.813,248.8634,123,11207,19.1586,21352,24.1908,10848.9998156512,10848.9998156512,20806.2268591525,20623.5846053178,11173.4997203204,11173.4997203204,21428.5532253656,21240.4480353187
B5,4,3025,689.5398,371.1858,175.933,113,10707,20.3073,25865,34.6457,10848.9998156512,10848.9998156512,26165.0050939816,26240.8732533178,11173.4997203204,11173.4997203204,26947.6156390031,27025.7530591828
B5,4,3026,693.6555,55.3613,487.5998,119,11131,19.5369,26359,35.5432,10848.9998156512,10848.9998156512,25828.9610186207,25630.2791262441,11173.4997203204,11173.4997203204,26601.5202895827,26396.8957060612
B5,4,3031,715.2451,278.3333,272.2706,102,10258,24.5565,16959,37.6037,10848.9998156512,10848.9998156512,17769.0685175943,17990.8407651263,11173.4997203204,11173.4997203204,18300.5517084873,18528.9572931383
B5,4,3038,748.5929,385.5929,188.7696,113,11345,22.3425,20449,24.8621,10848.9998156512,10848.9998156512,19727.3372504771,19499.8898293878,11173.4997203204,11173.4997203204,20317.3933999778,20083.1428940221
B5,4,3040,761.8879,615.2586,143.2499,116,10804,21.129,26131,39.0784,10848.9998156512,10848.9998156512,26239.3238525562,26250.2119118151,11173.4997203204,11173.4997203204,27024.1573149418,27035.3710423961
B5,4,3041,766.3047,430.0781,167.4386,128,10112,11.5179,36730,52.7742,10848.9998156512,10848.9998156512,38939.4966997944,39796.7104643239,11173.4997203204,11173.4997203204,40104.1997306416,40987.0532582458
B5,4,3042,767.1887,284.7264,285.2044,106,10526,23.9846,25693,66.2642,10848.9998156512,10848.9998156512,26356.925760411,26558.6439241499,11173.4997203204,11173.4997203204,27145.2767643706,27353.0284358997
B5,4,3048,804.8632,524.9402,165.5497,117,11076,20.8662,16607,25.1476,10848.9998156512,10848.9998156512,16339.2904608031,16251.9988938476,11173.4997203204,11173.4997203204,16828.0081570873,16738.1056485117
B5,4,3049,808.9463,214.6779,366.5752,149,10494,7.8355,31413,22.6906,10848.9998156512,10848.9998156512,32305.2892449265,32603.8656620525,11173.4997203204,11173.4997203204,33271.5592659809,33579.0662776816
B5,4,3051,811.1379,901.4397,399.9085,116,10212,15.656,19235,22.2455,10848.9998156512,10848.9998156512,20228.1958499699,20519.819331543,11173.4997203204,11173.4997203204,20833.2329719611,21133.579081756
B5,4,3056,851.5093,526.6111,211.9326,108,10650,25.1719,14357,26.6042,10848.9998156512,10848.9998156512,14587.2339317176,14633.9899419737,11173.4997203204,11173.4997203204,15023.5465965405,15071.7011063015
B5,4,3062,873.9435,881.5323,413.9733,124,11095,17.7748,54898,77.6003,10848.9998156512,10848.9998156512,53937.1704955433,53474.564727924,11173.4997203204,11173.4997203204,55550.462686652,55074.020111028
B5,4,3063,878.3596,566.6316,239.8428,114,10018,13.2666,26466,40.6806,10848.9998156512,10848.9998156512,28273.764595687,28903.2502380735,11173.4997203204,11173.4997203204,29119.4493658815,29767.7632905443
B5,4,3065,887.4622,131.479,477.6264,119,10785,16.3753,23123,27.5539,10848.9998156512,10848.9998156512,23252.3908250139,23271.5212742517,11173.4997203204,11173.4997203204,23947.8833804809,23967.5860325999
B5,4,3066,888.9291,32.5906,565.1814,127,10760,14.1262,26478,22.059,10848.9998156512,10848.9998156512,26676.8819411074,26718.3483391746,11173.4997203204,11173.4997203204,27474.803020825,27517.509703015
B5,4,3068,898.7632,502.193,261.5105,114,9933,15.4149,21074,30.0645,10848.9998156512,10848.9998156512,22671.3180345591,23183.9331647705,11173.4997203204,11173.4997203204,23349.4303643544,23877.3781117389
B5,4,3069,899.312,733.912,323.7971,125,9777,9.6659,27981,31.2519,10848.9998156512,10848.9998156512,30495.1193871158,31420.8836335317,11173.4997203204,11173.4997203204,31407.2461731923,32360.7005675309
B5,4,3070,899.1982,708.7748,309.3035,111,10800,21.6537,18616,27.1803,10848.9998156512,10848.9998156512,18698.8480110741,18705.4246397383,11173.4997203204,11173.4997203204,19258.1414482685,19264.9147877274
B5,4,3071,910.8824,924.2269,470.1144,119,10202,13.0428,25097,26.0008,10848.9998156512,10848.9998156512,26414.0908163783,26849.1454724856,11173.4997203204,11173.4997203204,27204.1516604639,27652.2190547804
B5,4,3073,912.782,255.1128,394.4245,133,9785,7.6091,20587,20.1265,10848.9998156512,10848.9998156512,22421.718556789,23017.1099531781,11173.4997203204,11173.4997203204,23092.3652207977,23705.5651207034
B5,4,3075,915.6911,473.374,283.6275,123,10832,17.1027,21739,16.9613,10848.9998156512,10848.9998156512,21782.8367483416,21775.6776831407,11173.4997203204,11173.4997203204,22434.3740852733,22427.0008882616
B5,4,3077,926.0738,29.5082,585.1838,122,9917,10.809,18417,17.1693,10848.9998156512,10848.9998156512,19839.1370633916,20269.9397811378,11173.4997203204,11173.4997203204,20432.5372104265,20876.2254884286
B5,4,3078,931.0256,736.5812,351.1981,117,10960,19.5923,12981,19.3488,10848.9998156512,10848.9998156512,12882.4804847933,12847.1521509981,11173.4997203204,11173.4997203204,13267.8029808991,13231.4179560593
B5,4,3081,944.2056,100.8411,534.2299,107,11000,26.7615,19283,28.943,10848.9998156512,10848.9998156512,19079.5710364079,19002.4461450072,11173.4997203204,11173.4997203204,19650.2521210837,19570.8203792514
B5,4,3082,946.3538,466.5692,315.0314,130,10320,11.2156,20849,16.3001,10848.9998156512,10848.9998156512,21737.206153294,22001.2407437454,11173.4997203204,11173.4997203204,22387.3786525453,22659.3106714128
B5,4,3084,950.9626,491.1495,314.7763,107,10427,20.9412,25021,41.9371,10848.9998156512,10848.9998156512,25867.2255020684,26131.5456074906,11173.4997203204,11173.4997203204,26640.9292860216,26913.1553597791
B5,4,3085,949.8667,673.5,337.4012,120,10724,15.1335,36771,56.7303,10848.9998156512,10848.9998156512,37149.1433527856,37256.8902649671,11173.4997203204,11173.4997203204,38260.2958720371,38371.265557131
B5,4,3086,958.3776,529.7143,318.5437,98,10733,32.7777,36210,103.2282,10848.9998156512,10848.9998156512,36557.2184501089,36652.9366563416,11173.4997203204,11173.4997203204,37650.6661506902,37749.2473442328
B5,4,3089,973.1416,131.1504,527.391,113,10989,19.5012,17729,18.0512,10848.9998156512,10848.9998156512,17556.3626095895,17491.5993168523,11173.4997203204,11173.4997203204,18081.4836428603,18014.7832423089
B5,4,3090,977.9692,261.8231,437.7278,130,10505,10.7531,22224,20.0491,10848.9998156512,10848.9998156512,22835.6486919141,23011.6781262138,11173.4997203204,11173.4997203204,23518.6762474031,23699.9708246303
B5,4,3092,983.014,714,384.6227,143,12026,12.594,29882,31.8611,10848.9998156512,10848.9998156512,27481.8844090499,26689.7500688414,11173.4997203204,11173.4997203204,28303.8835815451,27488.0560417559
B5,4,3094,991.9508,1039.082,610.6981,122,10709,13.3376,27809,30.319,10848.9998156512,10848.9998156512,28127.2451509392,28210.2072910099,11173.4997203204,11173.4997203204,28968.5474391851,29053.9910251957
B5,4,3095,999.225,192.1333,500.0538,120,10182,12.7528,23518,22.3727,10848.9998156512,10848.9998156512,24792.0856067117,25203.2629402593,11173.4997203204,11173.4997203204,25533.6313300624,25957.1072171914
B5,4,3096,1009.1379,223,486.5715,116,11284,22.4366,32536,64.7849,10848.9998156512,10848.9998156512,31526.8446484896,31142.4790453252,11173.4997203204,11173.4997203204,32469.8309381747,32073.9687359039
B5,4,3099,1015.9587,735.9917,423.9784,121,11156,19.1697,20225,27.3443,10848.9998156512,10848.9998156512,19781.8815891953,19633.4264919488,11173.4997203204,11173.4997203204,20373.5691916423,20220.6737159534
B5,4,3103,1030.1913,72.0522,609.2819,115,11273,18.8216,27208,29.4216,10848.9998156512,10848.9998156512,26385.1939931475,26090.0239663716,11173.4997203204,11173.4997203204,27174.3905164162,26870.3917821855
B5,4,3106,1047.8943,1026.2683,634.6925,123,10633,12.3243,22232,24.6821,10848.9998156512,10848.9998156512,22618.1295916313,22719.9414252664,11173.4997203204,11173.4997203204,23294.6510241131,23399.5081090037
B5,4,3107,1050.9464,904.125,549.0574,112,10399,16.7473,23921,36.8822,10848.9998156512,10848.9998156512,24784.6107585601,25051.5423807781,11173.4997203204,11173.4997203204,25525.932904848,25800.8486073899
B5,4,3108,1052.6471,822.1912,499.9094,136,11318,13.6863,29541,30.7442,10848.9998156512,10848.9998156512,28554.2084492456,28193.9593123433,11173.4997203204,11173.4997203204,29408.2814584751,29037.2570600217
B5,4,3112,1071.7143,954.4286,598.4382,112,10699,20.6467,32977,65.7961,10848.9998156512,10848.9998156512,33379.9489142691,33495.8701071871,11173.4997203204,11173.4997203204,34378.3626320863,34497.7510954155
B5,4,3113,1080.015,653.015,454.2969,133,10621,11.5746,26801,31.0934,10848.9998156512,10848.9998156512,27291.7435872371,27434.4511043861,11173.4997203204,11173.4997203204,28108.0555369836,28255.0315191061
B5,4,3114,1080.7018,1041.2281,667.4186,114,10401,17.8327,21316,23.0586,10848.9998156512,10848.9998156512,22082.0810106973,22306.996541801,11173.4997203204,11173.4997203204,22742.5689178434,22974.211803509
B5,4,3115,1086.042,34.7227,673.9871,119,11205,18.1603,28747,45.2669,10848.9998156512,10848.9998156512,28016.3049726012,27743.0033098931,11173.4997203204,11173.4997203204,28854.2889754837,28572.8127008297
B5,4,3116,1097.8696,174.1391,586.0876,115,11630,19.693,32449,49.0388,10848.9998156512,10848.9998156512,30673.4127093844,30040.1589392146,11173.4997203204,11173.4997203204,31590.8723525963,30938.677593253
B5,4,3119,1102.5426,929.1318,604.4578,129,10489,11.9634,24363,25.732,10848.9998156512,10848.9998156512,25064.8264909718,25276.7040292635,11173.4997203204,11173.4997203204,25814.5300530584,26032.7449719515
B5,4,3120,1106.4466,266.0194,540.9601,103,12284,34.8101,18949,27.8231,10848.9998156512,10848.9998156512,17126.3153894335,16639.9753814832,11173.4997203204,11173.4997203204,17638.5734598215,17137.6867389116
B5,4,3121,1111.2985,526.6269,471.4882,134,10792,11.3883,25505,24.7064,10848.9998156512,10848.9998156512,25634.0778388914,25652.2210147914,11173.4997203204,11173.4997203204,26400.8080404167,26419.4938892774
B5,4,3122,1125.5417,266.575,557.236,120,12249,24.9841,21068,24.9648,10848.9998156512,10848.9998156512,19086.0943421664,18530.0080171324,11173.4997203204,11173.4997203204,19656.9705427176,19084.2513517488
B5,4,3124,1128.0508,884.9746,597.663,118,10366,16.1068,26522,42.89,10848.9998156512,10848.9998156512,27551.2267342681,27886.5191097991,11173.4997203204,11173.4997203204,28375.2999761067,28720.6211419173
B5,4,3126,1132.05,645.4583,503.2243,120,11412,20.5706,28247,33.3455,10848.9998156512,10848.9998156512,27118.8821311883,26721.9856941418,11173.4997203204,11173.4997203204,27930.0236940825,27521.2558533882
B5,4,3127,1135.36,873.584,597.21,125,10274,13.1779,17646,14.0073,10848.9998156512,10848.9998156512,18465.2703258034,18693.0963809892,11173.4997203204,11173.4997203204,19017.5773183585,19252.2177835771
B5,4,3128,1147.3017,98.181,672.7251,116,12053,26.9802,26518,44.115,10848.9998156512,10848.9998156512,24343.2732671041,23659.205504688,11173.4997203204,11173.4997203204,25071.3947519174,24366.8661242176
B5,4,3130,1161.3333,350.2879,554.7785,132,11538,15.213,20911,22.4727,10848.9998156512,10848.9998156512,19895.9137880923,19585.4682067423,11173.4997203204,11173.4997203204,20491.0121600388,20171.2809704978
B5,4,3131,1161.9909,812.1909,588.6955,110,10210,16.9642,14930,19.9788,10848.9998156512,10848.9998156512,15703.4298552656,15904.0984864094,11173.4997203204,11173.4997203204,16173.1285904118,16379.7993372145
B5,4,3132,1167.0325,318.1382,571.8268,123,12053,20.0649,27123,44.3125,10848.9998156512,10848.9998156512,24898.6575467103,24192.8701847797,11173.4997203204,11173.4997203204,25643.3908988708,24916.493025782
B5,4,3133,1169.5352,418.7465,543.2402,142,10348,8.4634,42217,32.1468,10848.9998156512,10848.9998156512,43917.838515016,44580.3645526381,11173.4997203204,11173.4997203204,45231.4466497345,45913.7892271024
B5,4,3134,1173.0625,719.0078,562.3161,128,10438,12.4855,18584,18.465,10848.9998156512,10848.9998156512,19195.9182669203,19362.3115342755,11173.4997203204,11173.4997203204,19770.0793650398,19941.4495519555
B5,4,3135,1179.1316,181.0789,647.6783,114,12213,25.215,33484,53.507,10848.9998156512,10848.9998156512,30407.3987962315,29369.2096829518,11173.4997203204,11173.4997203204,31316.9018083322,30247.6598538678
B5,4,3136,1177.6838,829.094,610.4746,117,10500,15.2158,24319,35.2629,10848.9998156512,10848.9998156512,24998.0641117807,25201.953968991,11173.4997203204,11173.4997203204,25745.7707722126,25955.7590938299
B5,4,3138,1186.8,625.1385,553.3885,130,10532,11.3997,27579,30.1078,10848.9998156512,10848.9998156512,28278.4443984247,28496.7866691004,11173.4997203204,11173.4997203204,29124.2691442454,29349.1421594342
B5,4,3139,1188.4437,477.0634,552.043,142,11974,12.3945,34592,36.5265,10848.9998156512,10848.9998156512,31926.8229627954,30994.5417754304,11173.4997203204,11173.4997203204,32881.7728368724,31921.6065760845
B5,4,3141,1202.0735,745.3088,598.3965,136,11187,11.6097,25633,19.3551,10848.9998156512,10848.9998156512,25014.4122807315,24790.7972044995,11173.4997203204,11173.4997203204,25762.6079244205,25532.3043909894
B5,4,3145,1202.8033,180.1475,668.013,122,11916,16.3016,21212,25.6995,10848.9998156512,10848.9998156512,19655.8043511789,19201.6069158791,11173.4997203204,11173.4997203204,20243.7209099894,19775.938164803
